"uuid"	"uri"	"uuid"	"uri"
d6632690-6361-437b-a05f-12203546cf20	https://lgc.data.wegenenverkeer.be/ns/installatie#SDH	"019e7910-6844-4a81-b738-23668500fb7f"	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
f19d6381-ce52-4a4a-a56f-7bc902ea140b	https://lgc.data.wegenenverkeer.be/ns/installatie#OTN	"584ee0e3-316a-4002-b107-899f30404bf7"	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
d73b80df-cd0a-4131-8722-d8e6ce779d13	https://lgc.data.wegenenverkeer.be/ns/installatie#SDH	"5646644c-7e74-438f-952e-923cd3b61710"	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
cc8645b1-f5af-49f4-b30a-e1f2aff284eb	https://lgc.data.wegenenverkeer.be/ns/installatie#SDH	"3d3e0a79-710e-4d53-8af1-0877c86022ff"	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
cd39d242-bf72-4a2c-aab2-3297d800a00a	https://lgc.data.wegenenverkeer.be/ns/installatie#CEN	"265d7f29-41d0-4fd4-908e-4fbc7110953c"	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
e43d2c64-385c-4430-935d-e2c9e8370309	https://lgc.data.wegenenverkeer.be/ns/installatie#SDH	"30803dcf-8ab0-4c5b-81d4-af976222721a"	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
f29589a2-8cfc-4970-9d8c-f7a64fa03d6e	https://lgc.data.wegenenverkeer.be/ns/installatie#CEN	"584ee0e3-316a-4002-b107-899f30404bf7"	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
e4801639-6687-434c-bdcf-a216b62b1c10	https://lgc.data.wegenenverkeer.be/ns/installatie#SDH	"4314d731-e0ad-427a-b811-b9b1598c15ec"	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
ce16d0ab-6191-4946-b792-e949b7b7ce74	https://lgc.data.wegenenverkeer.be/ns/installatie#CEN	"0b9ceb85-aad3-46d5-993f-c73ba02ffaa4"	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
d87ab35f-f194-427f-aac3-f0f9277bab01	https://lgc.data.wegenenverkeer.be/ns/installatie#OTN	"4a572b5a-30dc-46c3-bf9e-e61e99514af9"	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
